mode,mode_name,cluster_size,sharing_group,smem_width,smem_height,tile_bytes,total_smem_bytes,gpu_time_ns,sm_cycles,tma_instructions,smsp_tma_instructions,tma_xbar_active_cycles,tma_mcast_requests,tma_mcast_req_32B,tma_mcast_req_64B,tma_mcast_req_96B,tma_mcast_req_128B,tma_mcast_req_replayed,tma_ld_bytes,tma_ld_bytes_self,tma_ld_bytes_mcast,tma_ld_sectors,tma_ld_sectors_self,tma_ld_sectors_mcast,tma_pipe_bytes,tma_pipe_sectors,lts_sectors_total,lts_sectors_read,lts_sectors_tex,lts_sectors_tex_read,lts_requests_tex,lts_tex_hit,lts_tex_miss,lts_hit,lts_miss,lts_hit_rate_pct,dram_bytes_read,dram_bytes_total,dram_sectors_read,dram_throughput_pct_peak,gcc_xbar2gcc_sectors,stall_barrier,stall_long_scoreboard,stall_mio_throttle,lrc_ilc_input_sectors
0,implicit_l2_intra,1,1,32,32,4096,16416,927584,1816936.92,523920,523920,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106821612,100597445,67061760,67061760,16765440,0,67061760,5139,106841520,n/a,2146077696,2149244672,67064928,28.31,1088,89809.40,863625.66,0,4384
1,explicit_mcast,1,1,32,32,4096,16416,934080,1833362.69,523920,523920,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106825449,100598782,67061760,67061760,16765440,0,67061760,4157,106818900,n/a,2146117888,2150064640,67066184,28.13,1088,89648.12,865729.37,0,6766
0,implicit_l2_intra,1,1,64,16,4096,16416,925952,1816420.38,523920,523920,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106821492,100597181,67061760,67061760,16765440,0,67061760,3339,106839366,n/a,2146075136,2149918976,67064848,28.37,1024,89890.96,863523.68,0,4258
1,explicit_mcast,1,1,64,16,4096,16416,932928,1835576.92,523920,523920,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106830557,100603343,67061760,67061760,16765440,0,67061760,2971,106837149,n/a,2146236416,2149636608,67069888,28.16,1088,90002.83,865442.42,0,7629
0,implicit_l2_intra,1,1,128,8,4096,16416,927936,1815569.39,523920,523920,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106818179,100600564,67061760,67061760,16765440,0,67061760,6596,106835007,n/a,2146159616,2150094848,67067488,28.31,1088,89804.57,863560.83,0,2966
1,explicit_mcast,1,1,128,8,4096,16416,935040,1832388.31,523920,523920,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106843330,100615038,67061760,67061760,16765440,0,67061760,5666,106847545,n/a,2146590720,2150162944,67080960,28.10,1088,89819.46,865017.86,0,9940
0,implicit_l2_intra,1,1,32,48,6144,24608,689600,1349446.73,349280,349280,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106833722,100608463,67061760,67061760,16765440,0,67061760,6539,106872666,n/a,2146409472,2149778176,67075296,38.10,1088,56565.09,683419.74,0,5961
1,explicit_mcast,1,1,32,48,6144,24608,696960,1370627.53,349280,349280,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106825035,100601671,67061760,67061760,16765440,0,67061760,3126,106846634,n/a,2146217472,2150118656,67069296,37.70,1088,56693.06,683669.54,0,4655
0,implicit_l2_intra,1,1,64,24,6144,24608,697728,1354441.89,349280,349280,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106822426,100595567,67061760,67061760,16765440,0,67061760,5987,106853698,n/a,2146021632,2149479936,67063176,37.65,1088,56473.79,682392.47,0,4068
1,explicit_mcast,1,1,64,24,6144,24608,699808,1363899.32,349280,349280,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106829662,100599081,67061760,67061760,16765440,0,67061760,6771,106871790,n/a,2146112256,2149818880,67066008,37.54,1088,56308.79,683138.68,0,4527
0,implicit_l2_intra,1,1,128,12,6144,24608,690112,1354652.73,349280,349280,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106834182,100607653,67061760,67061760,16765440,0,67061760,5819,106846763,n/a,2146379264,2149988096,67074352,38.07,1088,56604.67,682801.97,0,4918
1,explicit_mcast,1,1,128,12,6144,24608,698688,1367164.19,349280,349280,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106834980,100608303,67061760,67061760,16765440,0,67061760,4099,106852457,n/a,2146407680,2149907968,67075240,37.60,1088,56190.55,683258.16,0,4445
0,implicit_l2_intra,1,1,32,64,8192,32800,561344,1100041.74,261664,261664,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106700282,100482311,66985984,66985984,16746496,0,66985984,5879,106711501,n/a,2143613184,2146986496,66987912,46.74,1024,39002.34,571973.68,0,4109
1,explicit_mcast,1,1,32,64,8192,32800,565888,1110499.59,261664,261664,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106700528,100482915,66985984,66985984,16746496,0,66985984,3302,106712023,n/a,2143608576,2146884096,66987768,46.36,1088,38956.14,572859.72,0,4045
0,implicit_l2_intra,1,1,64,32,8192,32800,562816,1104932.55,261664,261664,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106700049,100481917,66985984,66985984,16746496,0,66985984,2962,106695511,n/a,2143597312,2147139328,66987416,46.62,1088,38935.57,572923.83,0,3981
1,explicit_mcast,1,1,64,32,8192,32800,565632,1111048.32,261664,261664,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106700367,100482659,66985984,66985984,16746496,0,66985984,6187,106693210,n/a,2143622912,2147489792,66988216,46.40,1088,38915.27,572695.72,0,4354
0,implicit_l2_intra,1,1,128,16,8192,32800,561280,1106905.66,261664,261664,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106710631,100492563,66985984,66985984,16746496,0,66985984,3590,106707690,n/a,2143927808,2147414272,66997744,46.75,1024,39044.49,572657.39,0,4528
1,explicit_mcast,1,1,128,16,8192,32800,566080,1111222.82,261664,261664,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106696317,100481893,66985984,66985984,16746496,0,66985984,5713,106707284,n/a,2143596800,2147111936,66987400,46.35,1088,38909.38,572606.40,0,3844
0,implicit_l2_intra,1,1,32,80,10240,40992,466592,918713.99,209568,209568,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106527481,100602339,67061760,67061760,16765440,0,67061760,3331,106529283,n/a,2146225408,2149563136,67069544,56.30,1088,32304.51,489761.00,0,4259
1,explicit_mcast,1,1,32,80,10240,40992,470240,916249.45,209568,209568,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106523304,100598743,67061760,67061760,16765440,0,67061760,8784,106528386,n/a,2146122496,2149896704,67066328,55.87,1088,32327.10,490312.48,0,5349
0,implicit_l2_intra,1,1,64,40,10240,40992,465632,911198.77,209568,209568,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106525657,100599284,67061760,67061760,16765440,0,67061760,3313,106530219,n/a,2146146816,2149850112,67067088,56.43,1088,32283.74,489889.11,0,5922
1,explicit_mcast,1,1,64,40,10240,40992,467360,916997.46,209568,209568,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106520819,100595547,67061760,67061760,16765440,0,67061760,5673,106519757,n/a,2146025984,2149503488,67063312,56.21,1088,32288.91,489710.93,0,4074
0,implicit_l2_intra,1,1,128,20,10240,40992,467296,915188.54,209568,209568,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106529993,100603893,67061760,67061760,16765440,0,67061760,3660,106532521,n/a,2146267136,2150473984,67070848,56.24,1088,32331.90,489611.35,0,5729
1,explicit_mcast,1,1,128,20,10240,40992,468256,916249.16,209568,209568,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106517111,100595499,67061760,67061760,16765440,0,67061760,6246,106538553,n/a,2146024448,2150135040,67063264,56.12,1088,32220.00,490112.60,0,3730
0,implicit_l2_intra,1,1,32,96,12288,49184,407360,794963.91,174640,174640,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106336390,100595555,67061760,67061760,16765440,0,67061760,5913,106352702,n/a,2146027008,2149421824,67063344,64.48,1088,28177.81,443820.70,0,4041
1,explicit_mcast,1,1,32,96,12288,49184,407328,799233.95,174640,174640,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106344296,100603021,67061760,67061760,16765440,0,67061760,3251,106346244,n/a,2146241792,2149511424,67070056,64.49,1088,28035.32,442728.29,0,5579
0,implicit_l2_intra,1,1,64,48,12288,49184,406208,795417.45,174640,174640,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106346998,100606017,67061760,67061760,16765440,0,67061760,3608,106337919,n/a,2146348032,2149904640,67073376,64.68,1088,28082.61,442678.86,0,4732
1,explicit_mcast,1,1,64,48,12288,49184,409760,802312.95,174640,174640,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106336472,100595557,67061760,67061760,16765440,0,67061760,5367,106339680,n/a,2146027264,2149396736,67063352,64.10,1088,27966.45,442413.42,0,4168
0,implicit_l2_intra,1,1,128,24,12288,49184,407904,795349.91,174640,174640,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106336665,100595827,67061760,67061760,16765440,0,67061760,5485,106344040,n/a,2146035712,2149529600,67063616,64.40,1088,28133.62,443676.22,0,4083
1,explicit_mcast,1,1,128,24,12288,49184,410080,802943.23,174640,174640,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106342571,100603089,67061760,67061760,16765440,0,67061760,3512,106340942,n/a,2146240256,2149691392,67070008,64.06,1088,28104.93,442935.44,0,4858
0,implicit_l2_intra,1,1,32,112,14336,57376,366816,719591.47,149776,149776,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,106213244,100658967,67099648,67099648,16774912,0,67099648,5479,106223732,n/a,2147434496,2151540736,67107328,71.68,1088,26148.06,415518.43,0,4290
1,explicit_mcast,1,1,32,112,14336,57376,368352,718348.65,149776,149776,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,106209072,100659203,67099648,67099648,16774912,0,67099648,5997,106221499,n/a,2147441152,2150908928,67107536,71.36,1088,26051.06,413570.88,0,4046
0,implicit_l2_intra,1,1,64,56,14336,57376,367360,720800.20,149776,149776,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,106210520,100658003,67099648,67099648,16774912,0,67099648,3601,106232020,n/a,2147409664,2151350528,67106552,71.57,1088,25984.21,414253.77,0,4051
1,explicit_mcast,1,1,64,56,14336,57376,368448,717967.12,149776,149776,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,106205503,100653347,67099648,67099648,16774912,0,67099648,3211,106217121,n/a,2147252992,2150609408,67101656,71.33,1088,25864.11,413182.64,0,4237
0,implicit_l2_intra,1,1,128,28,14336,57376,368768,716210.09,149776,149776,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,106201818,100659074,67099648,67099648,16774912,0,67099648,3348,106204525,n/a,2147441152,2151329024,67107536,71.29,1088,26066.73,414484.62,0,1609
1,explicit_mcast,1,1,128,28,14336,57376,369120,717900.88,149776,149776,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,106204530,100652405,67099648,67099648,16774912,0,67099648,6367,106220715,n/a,2147239168,2150445568,67101224,71.19,1088,26006.07,413947.76,0,4037
0,implicit_l2_intra,1,1,32,128,16384,65568,336064,668203.31,130832,130832,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106462708,100491594,66985984,66985984,16746496,0,66985984,2910,106470366,n/a,2143893504,2147404544,66996672,78.09,1024,23364.92,392722.30,0,5646
1,explicit_mcast,1,1,32,128,16384,65568,342752,663039.96,130832,130832,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106455958,100484863,66985984,66985984,16746496,0,66985984,5185,106455832,n/a,2143693312,2147430912,66990416,76.57,1088,23386.18,393924.66,0,3922
0,implicit_l2_intra,1,1,64,64,16384,65568,339360,663624.77,130832,130832,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106463060,100487843,66985984,66985984,16746496,0,66985984,5450,106467182,n/a,2143782400,2147682560,66993200,77.34,1024,23446.78,394358.53,0,4448
1,explicit_mcast,1,1,64,64,16384,65568,340768,664549.38,130832,130832,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106450474,100484054,66985984,66985984,16746496,0,66985984,5534,106467089,n/a,2143671808,2147387648,66989744,77.01,1088,23197.81,392173.20,0,1695
0,implicit_l2_intra,1,1,128,32,16384,65568,339136,663353.41,130832,130832,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106453178,100481871,66985984,66985984,16746496,0,66985984,3166,106461472,n/a,2143601664,2147915776,66987552,77.40,1088,23404.45,394481.22,0,3731
1,explicit_mcast,1,1,128,32,16384,65568,339456,667506,130832,130832,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106453969,100482735,66985984,66985984,16746496,0,66985984,6062,106461698,n/a,2143626496,2147164160,66988328,77.30,1088,23483.93,393845.97,0,3912
0,implicit_l2_intra,1,1,32,160,20480,81952,310784,605042.70,104784,104784,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,105729490,100601417,67061760,67061760,16765440,0,67061760,6007,105752574,n/a,2146201088,2149359872,67068784,84.52,1088,24829.90,386844.05,0,3858
1,explicit_mcast,1,1,32,160,20480,81952,311648,608673.27,104784,104784,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,105729784,100601049,67061760,67061760,16765440,0,67061760,4173,105738895,n/a,2146192384,2150353920,67068512,84.33,1088,24521.30,385440.07,0,3922
0,implicit_l2_intra,1,1,64,80,20480,81952,313888,609987.81,104784,104784,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,105733206,100601437,67061760,67061760,16765440,0,67061760,5967,105754788,n/a,2146207488,2150395904,67068984,83.73,1088,24906.69,386810.39,0,4741
1,explicit_mcast,1,1,64,80,20480,81952,312320,609867.15,104784,104784,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,105733183,100603433,67061760,67061760,16765440,0,67061760,5829,105753038,n/a,2146264320,2150117120,67070760,84.14,1088,24812.49,384546.78,0,4629
0,implicit_l2_intra,1,1,128,40,20480,81952,309568,606582.91,104784,104784,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,105723401,100595393,67061760,67061760,16765440,0,67061760,5437,105747867,n/a,2146024448,2149562112,67063264,84.86,1088,24968.92,386136.21,0,3648
1,explicit_mcast,1,1,128,40,20480,81952,313984,613090.54,104784,104784,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,105729127,100596407,67061760,67061760,16765440,0,67061760,5999,105749881,n/a,2146062336,2149813248,67064448,83.68,1088,24732.26,384831.21,0,4679
0,implicit_l2_intra,1,1,32,176,22528,90144,305824,601398.68,95312,95312,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,105630721,100652399,67099648,67099648,16774912,0,67099648,5819,105652865,n/a,2147240704,2150775040,67101272,85.95,1088,24513.93,388355.62,0,3741
1,explicit_mcast,1,1,32,176,22528,90144,306592,595095.01,95312,95312,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,105637412,100657785,67099648,67099648,16774912,0,67099648,5664,105659062,n/a,2147407360,2150756608,67106480,85.73,1088,24796.64,387240.75,0,4308
0,implicit_l2_intra,1,1,64,88,22528,90144,305472,593028.14,95312,95312,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,105637257,100659017,67099648,67099648,16774912,0,67099648,5270,105654185,n/a,2147438592,2150664704,67107456,86.04,1088,24707.63,388264.69,0,4497
1,explicit_mcast,1,1,64,88,22528,90144,305600,597288,95312,95312,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,105631840,100653609,67099648,67099648,16774912,0,67099648,5465,105664010,n/a,2147280896,2150763008,67102528,86.01,1088,25170.64,386851.54,0,3975
0,implicit_l2_intra,1,1,128,44,22528,90144,305312,595272.95,95312,95312,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,105629905,100652349,67099648,67099648,16774912,0,67099648,5347,105660637,n/a,2147238912,2150767616,67101216,86.09,1088,25015.02,389210.40,0,3730
1,explicit_mcast,1,1,128,44,22528,90144,308032,600921.15,95312,95312,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,105640440,100658961,67099648,67099648,16774912,0,67099648,4570,105661224,n/a,2147437824,2151097344,67107432,85.35,1088,24592.89,388024.88,0,5736
0,implicit_l2_intra,1,1,64,96,24576,98336,298976,583807.69,87024,87024,8354304,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,105118283,100259545,66834432,66834432,16708608,0,66834432,6054,105138691,n/a,2138903552,2142450432,66840736,87.57,1088,23721.69,390855.46,0,4877
1,explicit_mcast,1,1,64,96,24576,98336,301760,585039.24,87024,87024,8354304,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,105123193,100259685,66834432,66834432,16708608,0,66834432,5885,105154859,n/a,2138914560,2142662144,66841080,86.78,1088,23616.85,390670.13,0,3771
0,implicit_l2_intra,1,1,128,48,24576,98336,300576,586093.96,87024,87024,8354304,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,105119662,100259169,66834432,66834432,16708608,0,66834432,5374,105149793,n/a,2138897664,2142429184,66840552,87.11,1088,23833.62,391937.90,0,3862
1,explicit_mcast,1,1,128,48,24576,98336,299840,584786.51,87024,87024,8354304,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,105110661,100260686,66834432,66834432,16708608,0,66834432,5378,105143232,n/a,2138935552,2142838784,66841736,87.33,1088,23946.37,390917.26,0,942
0,implicit_l2_intra,1,1,128,52,26624,106528,298912,580991.34,80512,80512,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,105139728,100489055,66985984,66985984,16746496,0,66985984,5466,105164902,n/a,2143821056,2147371520,66994408,87.80,1088,24017.18,399084.37,0,4357
1,explicit_mcast,1,1,128,52,26624,106528,298752,581122.11,80512,80512,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,105140773,100487303,66985984,66985984,16746496,0,66985984,5989,105159546,n/a,2143755008,2147022592,66992344,87.83,1088,23590.72,398349.52,0,7163
0,implicit_l2_intra,1,1,128,56,28672,114720,297856,580307.26,74592,74592,8354304,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,104738294,100260825,66834432,66834432,16708608,0,66834432,4560,104781201,n/a,2138941184,2142429440,66841912,87.90,1088,24130.53,402874.43,0,4425
1,explicit_mcast,1,1,128,56,28672,114720,295904,582799.08,74592,74592,8354304,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,104735856,100255205,66834432,66834432,16708608,0,66834432,4856,104792616,n/a,2138770176,2142284544,66836568,88.48,1088,23363.11,401251.86,0,4025
0,implicit_l2_intra,1,1,128,60,30720,122912,297152,580630.51,69856,69856,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,104993718,100602551,67061760,67061760,16765440,0,67061760,4696,105078820,n/a,2146234880,2149528064,67069840,88.41,1088,21155.53,405289.04,0,4061
1,explicit_mcast,1,1,128,60,30720,122912,297248,580478.12,69856,69856,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,104981904,100596251,67061760,67061760,16765440,0,67061760,4321,105082527,n/a,2146049024,2149399296,67064032,88.37,1088,21945.62,406349.07,0,3941
0,implicit_l2_intra,1,1,64,128,32768,131104,296576,573989.73,65120,65120,8335360,0,0,0,0,0,0,2133852160,2133852160,0,66682880,66682880,0,2133852160,66682880,104526477,100032057,66682880,66682880,16670720,0,66682880,4361,104623358,n/a,2134051328,2137561344,66689104,88.09,1024,16832.42,399106.82,0,3902
1,explicit_mcast,1,1,64,128,32768,131104,295424,580639.05,65120,65120,8335360,0,0,0,0,0,0,2133852160,2133852160,0,66682880,66682880,0,2133852160,66682880,104531749,100031893,66682880,66682880,16670720,0,66682880,4694,104715331,n/a,2134046976,2137967872,66688968,88.44,1088,16714.53,400896.24,0,3559
0,implicit_l2_intra,1,1,128,64,32768,131104,295296,575087.35,65120,65120,8335360,0,0,0,0,0,0,2133852160,2133852160,0,66682880,66682880,0,2133852160,66682880,104515127,100027214,66682880,66682880,16670720,0,66682880,3415,104916734,n/a,2133908224,2137081344,66684632,88.44,1024,16883.64,397035.27,0,2843
1,explicit_mcast,1,1,128,64,32768,131104,293952,578270.88,65120,65120,8335360,0,0,0,0,0,0,2133852160,2133852160,0,66682880,66682880,0,2133852160,66682880,104597040,100028924,66682880,66682880,16670720,0,66682880,4013,104630851,n/a,2133949952,2137321984,66685936,88.85,1088,16039.52,401741.84,0,1193
0,implicit_l2_intra,1,1,128,72,36864,147488,297408,577734.82,58016,58016,8354304,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,104472160,100255037,66834432,66834432,16708608,0,66834432,3079,104995079,n/a,2138768384,2142228992,66836512,88.04,1088,15763.75,395515.76,0,3723
1,explicit_mcast,1,1,128,72,36864,147488,292640,579627.14,58016,58016,8354304,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,104623420,100254309,66834432,66834432,16708608,0,66834432,5854,104839097,n/a,2138749952,2142497536,66835936,89.47,1088,14825.07,397673.58,0,2787
0,implicit_l2_intra,1,1,128,80,40960,163872,295840,576078.31,52096,52096,8335360,0,0,0,0,0,0,2133852160,2133852160,0,66682880,66682880,0,2133852160,66682880,104888886,100030953,66682880,66682880,16670720,0,66682880,4670,104956985,n/a,2134018816,2137770240,66688088,88.31,1088,12164.28,388843.76,0,3207
1,explicit_mcast,1,1,128,80,40960,163872,298048,575548.74,52096,52096,8335360,0,0,0,0,0,0,2133852160,2133852160,0,66682880,66682880,0,2133852160,66682880,104595459,100033109,66682880,66682880,16670720,0,66682880,3111,105267542,n/a,2134081792,2137358336,66690056,87.64,1088,11682.19,383337.15,0,3057
