mode,mode_name,cluster_size,sharing_group,smem_width,smem_height,tile_bytes,total_smem_bytes,gpu_time_ns,sm_cycles,tma_instructions,smsp_tma_instructions,tma_xbar_active_cycles,tma_mcast_requests,tma_mcast_req_32B,tma_mcast_req_64B,tma_mcast_req_96B,tma_mcast_req_128B,tma_mcast_req_replayed,tma_ld_bytes,tma_ld_bytes_self,tma_ld_bytes_mcast,tma_ld_sectors,tma_ld_sectors_self,tma_ld_sectors_mcast,tma_pipe_bytes,tma_pipe_sectors,lts_sectors_total,lts_sectors_read,lts_sectors_tex,lts_sectors_tex_read,lts_requests_tex,lts_tex_hit,lts_tex_miss,lts_hit,lts_miss,lts_hit_rate_pct,dram_bytes_read,dram_bytes_total,dram_sectors_read,dram_throughput_pct_peak,gcc_xbar2gcc_sectors,stall_barrier,stall_long_scoreboard,stall_mio_throttle,lrc_ilc_input_sectors
0,implicit_l2_intra,1,1,128,12,6144,24608,688416,1358300.77,349280,349280,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106828841,100600371,67061760,67061760,16765440,0,67061760,3506,106868844,n/a,2146165504,2149728000,67067672,38.16,1088,56921.59,682632.12,0,7777
0,implicit_l2_intra,1,1,32,64,8192,32800,564128,1107699.24,261664,261664,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106703049,100485875,66985984,66985984,16746496,0,66985984,6115,106711165,n/a,2143721984,2147377664,66991312,46.52,1024,38945.88,573416.71,0,4585
0,implicit_l2_intra,1,1,64,32,8192,32800,563328,1104134.59,261664,261664,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106715402,100496527,66985984,66985984,16746496,0,66985984,3025,106709696,n/a,2144039424,2147663616,67001232,46.59,1088,38994.22,574403.99,0,4824
0,implicit_l2_intra,1,1,128,16,8192,32800,564512,1104952.49,261664,261664,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106708900,100490785,66985984,66985984,16746496,0,66985984,6306,106701105,n/a,2143873792,2147717632,66996056,46.49,1024,38995.48,574401.67,0,4843
0,implicit_l2_intra,1,1,32,80,10240,40992,465344,916353.80,209568,209568,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106519903,100595561,67061760,67061760,16765440,0,67061760,6093,106527215,n/a,2146024192,2149185536,67063256,56.44,1088,32195.45,490097.33,0,4083
0,implicit_l2_intra,1,1,64,40,10240,40992,464320,912991.81,209568,209568,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106521333,100595779,67061760,67061760,16765440,0,67061760,6084,106524629,n/a,2146033920,2149835008,67063560,56.58,1088,32401.50,490693.29,0,4192
0,implicit_l2_intra,1,1,128,20,10240,40992,465344,912384.70,209568,209568,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106530185,100605323,67061760,67061760,16765440,0,67061760,6176,106528299,n/a,2146311424,2149494784,67072232,56.45,1088,32224.17,489313.93,0,4906
0,implicit_l2_intra,1,1,32,96,12288,49184,404672,795771.53,174640,174640,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106344680,100603029,67061760,67061760,16765440,0,67061760,6140,106343758,n/a,2146249216,2149891328,67070288,64.93,1088,28137.28,443534.98,0,4237
0,implicit_l2_intra,1,1,64,48,12288,49184,407424,794376.65,174640,174640,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106344271,100603107,67061760,67061760,16765440,0,67061760,5886,106339778,n/a,2146253568,2150047488,67070424,64.49,1088,28168.97,443736.08,0,4301
0,implicit_l2_intra,1,1,128,24,12288,49184,406752,795982.73,174640,174640,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,106345389,100603423,67061760,67061760,16765440,0,67061760,2825,106345795,n/a,2146260992,2150027264,67070656,64.60,1088,28340.72,444870.40,0,4947
0,implicit_l2_intra,1,1,32,112,14336,57376,367904,714572.11,149776,149776,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,106211113,100660887,67099648,67099648,16774912,0,67099648,2858,106215778,n/a,2147491840,2150937856,67109120,71.44,1088,26168.29,416604.89,0,4518
0,implicit_l2_intra,1,1,64,56,14336,57376,367872,718072.70,149776,149776,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,106212196,100660429,67099648,67099648,16774912,0,67099648,2388,106212027,n/a,2147480064,2150894336,67108752,71.45,1088,26182.33,416042.48,0,5345
0,implicit_l2_intra,1,1,128,28,14336,57376,366656,716557.03,149776,149776,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,106209242,100657061,67099648,67099648,16774912,0,67099648,5522,106217273,n/a,2147377920,2151177472,67105560,71.70,1088,26027.49,415306.85,0,4233
0,implicit_l2_intra,1,1,32,128,16384,65568,339680,668607.96,130832,130832,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106449618,100482264,66985984,66985984,16746496,0,66985984,2558,106466476,n/a,2143612928,2148472320,66987904,77.30,1024,23775,396311.22,0,1632
0,implicit_l2_intra,1,1,64,64,16384,65568,338848,664333.32,130832,130832,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106463154,100484219,66985984,66985984,16746496,0,66985984,5888,106468338,n/a,2143680512,2146902528,66990016,77.43,1024,23405.02,393949.68,0,7050
0,implicit_l2_intra,1,1,128,32,16384,65568,339168,664721.39,130832,130832,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,106462411,100488857,66985984,66985984,16746496,0,66985984,5396,106472851,n/a,2143813888,2147587840,66994184,77.38,1088,23527.66,394703.15,0,4841
0,implicit_l2_intra,1,1,32,160,20480,81952,310496,609377.61,104784,104784,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,105732502,100601175,67061760,67061760,16765440,0,67061760,5958,105755803,n/a,2146199296,2149990656,67068728,84.62,1088,24676.76,387138.04,0,4173
0,implicit_l2_intra,1,1,64,80,20480,81952,310752,609230.58,104784,104784,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,105725931,100595561,67061760,67061760,16765440,0,67061760,5935,105747472,n/a,2146028032,2149409536,67063376,84.53,1088,24734.85,386438.56,0,3937
0,implicit_l2_intra,1,1,128,40,20480,81952,313184,612099.81,104784,104784,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,105727040,100595631,67061760,67061760,16765440,0,67061760,5457,105746937,n/a,2146033920,2149396992,67063560,83.87,1088,24810.51,386283.95,0,4156
0,implicit_l2_intra,1,1,32,176,22528,90144,303552,599874.15,95312,95312,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,105632654,100652421,67099648,67099648,16774912,0,67099648,4301,105657502,n/a,2147244288,2150683136,67101384,86.59,1088,24744.76,389458.45,0,3979
0,implicit_l2_intra,1,1,64,88,22528,90144,303456,595941.36,95312,95312,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,105631030,100652425,67099648,67099648,16774912,0,67099648,5898,105656385,n/a,2147243776,2150624512,67101368,86.61,1088,24894.81,389236.11,0,3849
0,implicit_l2_intra,1,1,128,44,22528,90144,305600,599842.80,95312,95312,8387456,0,0,0,0,0,0,2147188736,2147188736,0,67099648,67099648,0,2147188736,67099648,105631915,100652421,67099648,67099648,16774912,0,67099648,5443,105657091,n/a,2147244800,2151176960,67101400,86.03,1088,25337.45,390078.30,0,3845
0,implicit_l2_intra,1,1,64,96,24576,98336,301760,585608.58,87024,87024,8354304,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,105106842,100253354,66834432,66834432,16708608,0,66834432,5572,105152151,n/a,2138713088,2142706944,66834784,86.77,1088,23904.71,391322.49,0,1001
0,implicit_l2_intra,1,1,128,48,24576,98336,300000,589113.96,87024,87024,8354304,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,105113067,100254541,66834432,66834432,16708608,0,66834432,5497,105137268,n/a,2138753792,2142123776,66836056,87.26,1088,23877.57,391801.56,0,3845
0,implicit_l2_intra,1,1,128,52,26624,106528,297408,582964.91,80512,80512,8373248,0,0,0,0,0,0,2143551488,2143551488,0,66985984,66985984,0,2143551488,66985984,105142158,100488317,66985984,66985984,16746496,0,66985984,5079,105153249,n/a,2143796224,2147173888,66993632,88.23,1088,23481.35,400417.53,0,4559
0,implicit_l2_intra,1,1,128,56,28672,114720,296160,577984.55,74592,74592,8354304,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,104738446,100259119,66834432,66834432,16708608,0,66834432,5099,104796114,n/a,2138906624,2142289152,66840832,88.41,1088,23377.48,403841.59,0,3690
0,implicit_l2_intra,1,1,128,60,30720,122912,298592,579870.78,69856,69856,8382720,0,0,0,0,0,0,2145976320,2145976320,0,67061760,67061760,0,2145976320,67061760,104976797,100595619,67061760,67061760,16765440,0,67061760,4789,105079206,n/a,2146030848,2149447424,67063464,87.98,1088,22204.98,408254.49,0,2940
0,implicit_l2_intra,1,1,64,128,32768,131104,293280,583063.76,65120,65120,8335360,0,0,0,0,0,0,2133852160,2133852160,0,66682880,66682880,0,2133852160,66682880,104497341,100032079,66682880,66682880,16670720,0,66682880,4123,104630288,n/a,2134049536,2137281536,66689048,89.06,1024,16207.31,396584.89,0,5383
0,implicit_l2_intra,1,1,128,64,32768,131104,296736,577621.53,65120,65120,8335360,0,0,0,0,0,0,2133852160,2133852160,0,66682880,66682880,0,2133852160,66682880,104552253,100031851,66682880,66682880,16670720,0,66682880,4364,104840067,n/a,2134044672,2137424128,66688896,88.03,1024,16513.21,403515.38,0,3376
0,implicit_l2_intra,1,1,128,72,36864,147488,296832,578018.42,58016,58016,8354304,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,104616055,100254337,66834432,66834432,16708608,0,66834432,4353,104929718,n/a,2138753536,2142540032,66836048,88.22,1088,14354.58,397961.56,0,3031
0,implicit_l2_intra,1,1,128,80,40960,163872,298016,572926,52096,52096,8335360,0,0,0,0,0,0,2133852160,2133852160,0,66682880,66682880,0,2133852160,66682880,104470856,100032965,66682880,66682880,16670720,0,66682880,7880,105275685,n/a,2134073600,2137485568,66689800,87.66,1088,11709.28,382233.43,0,4387
0,implicit_l2_intra,1,1,64,192,49152,196640,307008,580347.59,43216,43216,8297473,0,0,0,0,0,0,2124152832,2124152832,0,66379776,66379776,0,2124152832,66379776,104288887,99572397,66379776,66379776,16594944,0,66379776,6505,104886698,n/a,2124206080,2127793152,66381440,84.70,1088,10216.41,375591.56,0,3258
0,implicit_l2_intra,1,1,128,96,49152,196640,297888,576833.97,43216,43216,8297473,0,0,0,0,0,0,2124152832,2124152832,0,66379776,66379776,0,2124152832,66379776,104730400,99572207,66379776,66379776,16594944,0,66379776,5431,104677955,n/a,2124199168,2127578112,66381224,87.29,1088,9217.08,375930.47,0,2518
0,implicit_l2_intra,1,1,64,224,57344,229408,301184,590685.65,37296,37296,8354412,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,105455323,100258619,66834432,66834432,16708608,0,66834432,4520,106339134,n/a,2138877696,2142083328,66839928,86.91,1088,8814.99,374813.12,0,2751
0,implicit_l2_intra,1,1,128,112,57344,229408,307104,592746.42,37296,37296,8354418,0,0,0,0,0,0,2138701824,2138701824,0,66834432,66834432,0,2138701824,66834432,105066136,100260895,66834432,66834432,16708608,0,66834432,4495,106441773,n/a,2138944000,2142331136,66842000,85.26,1088,9283.88,367751.24,0,3429
0,implicit_l2_intra,2,2,32,8,1024,4128,6675392,13107609.42,4193728,4193728,16774912,0,0,0,0,0,0,4294377472,4294377472,0,134199296,134199296,0,4294377472,134199296,113526586,100775306,67099648,67099648,16774912,0,67099648,9459,113359006,n/a,2150481664,2154073856,67202552,3.94,1088,734991.26,5934743.62,0,83004
0,implicit_l2_intra,2,2,64,4,1024,4128,6680448,13147830.69,4193728,4193728,16774912,0,0,0,0,0,0,4294377472,4294377472,0,134199296,134199296,0,4294377472,134199296,113491148,100805244,67099648,67099648,16774912,0,67099648,38198,113298442,n/a,2151059712,2154790144,67220616,3.94,1088,733950.37,5952690.51,0,32453
0,implicit_l2_intra,2,2,128,4,2048,8224,3484896,6850947.35,2096864,2096864,16774912,0,0,0,0,0,0,4294377472,4294377472,0,134199296,134199296,0,4294377472,134199296,113384551,100729801,67099648,67099648,16774912,0,67099648,10689,113298663,n/a,2149522176,2152972032,67172568,7.55,1088,385835.22,3128767.96,0,8605
0,implicit_l2_intra,2,2,32,16,2048,8224,3487680,6847528.72,2096864,2096864,16774912,0,0,0,0,0,0,4294377472,4294377472,0,134199296,134199296,0,4294377472,134199296,113457148,100681657,67099648,67099648,16774912,0,67099648,20069,113313593,n/a,2148080896,2151347200,67127528,7.54,1088,385275.69,3125540.93,0,89917
0,implicit_l2_intra,2,2,64,8,2048,8224,3474752,6820552.77,2096864,2096864,16774912,0,0,0,0,0,0,4294377472,4294377472,0,134199296,134199296,0,4294377472,134199296,113377000,100723227,67099648,67099648,16774912,0,67099648,7087,113293904,n/a,2149246976,2153028096,67163968,7.57,1088,387470.97,3102825.88,0,9800
0,implicit_l2_intra,2,2,32,32,4096,16416,1846592,3600870.42,1048432,1048432,16774912,0,0,0,0,0,0,4294377472,4294377472,0,134199296,134199296,0,4294377472,134199296,113095365,100685183,67099648,67099648,16774912,0,67099648,14982,113067118,n/a,2148206848,2151596544,67131464,14.24,1088,181663.90,1656575.89,0,5295
0,implicit_l2_intra,2,2,64,16,4096,16416,1845248,3622133.95,1048432,1048432,16774912,0,0,0,0,0,0,4294377472,4294377472,0,134199296,134199296,0,4294377472,134199296,113073817,100684677,67099648,67099648,16774912,0,67099648,5411,113051668,n/a,2148185600,2151582208,67130800,14.25,1088,181786.70,1683690.11,0,5444
0,implicit_l2_intra,2,2,128,8,4096,16416,1822176,3593391.05,1048432,1048432,16774912,0,0,0,0,0,0,4294377472,4294377472,0,134199296,134199296,0,4294377472,134199296,113038363,100652365,67099648,67099648,16774912,0,67099648,10788,113051390,n/a,2147217408,2150585088,67100544,14.42,1088,181305.47,1654372.11,0,3917
0,implicit_l2_intra,2,2,32,48,6144,24608,1339840,2605338.01,698560,698560,16765440,0,0,0,0,0,0,4291952640,4291952640,0,134123520,134123520,0,4291952640,134123520,112970678,100610568,67061760,67061760,16765440,0,67061760,5224,112985768,n/a,2146474496,2150128640,67077328,19.61,1088,111964.59,1290243.65,0,1993
0,implicit_l2_intra,2,2,64,24,6144,24608,1332192,2598243.93,698560,698560,16765440,0,0,0,0,0,0,4291952640,4291952640,0,134123520,134123520,0,4291952640,134123520,112988668,100619739,67061760,67061760,16765440,0,67061760,7267,113004914,n/a,2146749696,2150164480,67085928,19.72,1088,112228.67,1286831.03,0,5124
0,implicit_l2_intra,2,2,128,12,6144,24608,1335520,2620268.09,698560,698560,16765440,0,0,0,0,0,0,4291952640,4291952640,0,134123520,134123520,0,4291952640,134123520,113000503,100629825,67061760,67061760,16765440,0,67061760,6863,112994450,n/a,2147040000,2150317568,67095000,19.67,1088,112036.25,1288756.09,0,6291
0,implicit_l2_intra,2,2,32,64,8192,32800,1102368,2168155.57,523920,523920,16765440,0,0,0,0,0,0,4291952640,4291952640,0,134123520,134123520,0,4291952640,134123520,112996339,100612045,67061760,67061760,16765440,0,67061760,7191,112974006,n/a,2146526464,2150324992,67078952,23.84,1088,79762.30,1086855.28,0,5842
0,implicit_l2_intra,2,2,64,32,8192,32800,1103136,2164049.34,523920,523920,16765440,0,0,0,0,0,0,4291952640,4291952640,0,134123520,134123520,0,4291952640,134123520,112967631,100594958,67061760,67061760,16765440,0,67061760,4689,112971388,n/a,2146000128,2149881856,67062504,23.81,1088,81452.19,1058154.59,0,1300
0,implicit_l2_intra,2,2,128,16,8192,32800,1103456,2165396.38,523920,523920,16765440,0,0,0,0,0,0,4291952640,4291952640,0,134123520,134123520,0,4291952640,134123520,113020551,100624258,67061760,67061760,16765440,0,67061760,6613,112993138,n/a,2146849280,2150680320,67089040,23.82,1088,79665.78,1087498.30,0,13185
0,implicit_l2_intra,2,2,32,80,10240,40992,891200,1756944.20,419136,419136,16765440,0,0,0,0,0,0,4291952640,4291952640,0,134123520,134123520,0,4291952640,134123520,112395125,100611325,67061760,67061760,16765440,0,67061760,7427,112398990,n/a,2146473472,2149711616,67077296,29.48,1088,64597.90,879516.46,0,6754
0,implicit_l2_intra,2,2,64,40,10240,40992,895936,1747958.57,419136,419136,16765440,0,0,0,0,0,0,4291952640,4291952640,0,134123520,134123520,0,4291952640,134123520,112375233,100595571,67061760,67061760,16765440,0,67061760,6725,112382412,n/a,2146018048,2149193216,67063064,29.31,1088,64617.16,884062.99,0,4170
0,implicit_l2_intra,2,2,128,20,10240,40992,898240,1769519.42,419136,419136,16765440,0,0,0,0,0,0,4291952640,4291952640,0,134123520,134123520,0,4291952640,134123520,112378945,100597203,67061760,67061760,16765440,0,67061760,6525,112378547,n/a,2146072832,2149919232,67064776,29.25,1088,64687.46,875642.23,0,4286
0,implicit_l2_intra,2,2,32,96,12288,49184,761696,1491146.20,349280,349280,16765440,0,0,0,0,0,0,4291952640,4291952640,0,134123520,134123520,0,4291952640,134123520,112022585,100607847,67061760,67061760,16765440,0,67061760,6647,112025003,n/a,2146392576,2149799936,67074768,34.49,1088,53993.57,764268.76,0,4603
0,implicit_l2_intra,2,2,64,48,12288,49184,759008,1491348.14,349280,349280,16765440,0,0,0,0,0,0,4291952640,4291952640,0,134123520,134123520,0,4291952640,134123520,112020294,100609651,67061760,67061760,16765440,0,67061760,3290,112026394,n/a,2146451456,2149922048,67076608,34.61,1088,54072.13,768280.75,0,4150
0,implicit_l2_intra,2,2,128,24,12288,49184,767424,1509229.24,349280,349280,16765440,0,0,0,0,0,0,4291952640,4291952640,0,134123520,134123520,0,4291952640,134123520,112019359,100605177,67061760,67061760,16765440,0,67061760,6344,112009097,n/a,2146291200,2149478144,67071600,34.23,1088,54021.48,771837.39,0,5366
0,implicit_l2_intra,2,2,32,112,14336,57376,670048,1315806.65,299552,299552,16774912,0,0,0,0,0,0,4294377472,4294377472,0,134199296,134199296,0,4294377472,134199296,111716697,100680021,67125412,67125412,16781353,25792,67099648,38914,111702437,n/a,2147292928,2150672896,67102904,39.22,1088,46331.19,675130.34,0,4451
0,implicit_l2_intra,2,2,64,56,14336,57376,667648,1310044.69,299552,299552,16774912,0,0,0,0,0,0,4294377472,4294377472,0,134199296,134199296,0,4294377472,134199296,111743160,100696715,67128056,67128056,16782014,28824,67099648,35371,111691771,n/a,2147716864,2151592960,67116152,39.38,1088,46547.67,673571.40,0,7575
0,implicit_l2_intra,2,2,128,28,14336,57376,668736,1305029.27,299552,299552,16774912,0,0,0,0,0,0,4294377472,4294377472,0,134199296,134199296,0,4294377472,134199296,111732617,100685931,67129696,67129696,16782424,29636,67099648,35634,111686402,n/a,2147341568,2151120896,67104424,39.31,1088,46554.78,674375.54,0,9374
0,implicit_l2_intra,2,2,32,128,16384,65568,605600,1188677.85,261664,261664,16746496,0,0,0,0,0,0,4287102976,4287102976,0,133971968,133971968,0,4287102976,133971968,112782071,100903287,67391816,67391816,16847954,109704,66985984,116603,112375586,n/a,2144069632,2147837696,67002176,43.34,1088,41198.69,648503.13,0,4952
0,implicit_l2_intra,2,2,64,64,16384,65568,605440,1186717.46,261664,261664,16746496,0,0,0,0,0,0,4287102976,4287102976,0,133971968,133971968,0,4287102976,133971968,112832106,100955279,67459380,67459380,16864845,77144,66985984,83726,112391788,n/a,2143598848,2147450112,66987464,43.34,1088,41233.58,648378.33,0,4052
0,implicit_l2_intra,2,2,128,32,16384,65568,603360,1181457.35,261664,261664,16746496,0,0,0,0,0,0,4287102976,4287102976,0,133971968,133971968,0,4287102976,133971968,113582708,101702235,68191412,68191412,17047853,1243264,66985984,1250368,112366678,n/a,2144044288,2147669760,67001384,43.50,1088,40918.70,623640.11,0,5535
0,implicit_l2_intra,2,2,32,160,20480,81952,508512,994020.16,209568,209568,16765440,0,0,0,0,0,0,4291952640,4291952640,0,134123520,134123520,0,4291952640,134123520,113774087,103576109,70032828,70032828,17508207,3051328,67061760,3055155,110799047,n/a,2146308864,2149883648,67072152,51.66,1088,34286.38,540958.39,0,4440
0,implicit_l2_intra,2,2,64,80,20480,81952,507232,991209.68,209568,209568,16765440,0,0,0,0,0,0,4291952640,4291952640,0,134123520,134123520,0,4291952640,134123520,114076020,103878703,70344264,70344264,17586066,3272256,67061760,3278243,110805073,n/a,2146050304,2149817088,67064072,51.79,1088,33903.71,535002.80,0,4567
0,implicit_l2_intra,2,2,128,40,20480,81952,510304,995508.57,209568,209568,16765440,0,0,0,0,0,0,4291952640,4291952640,0,134123520,134123520,0,4291952640,134123520,113426397,103224550,69681704,69681704,17420426,2599020,67061760,2605390,110806217,n/a,2146305280,2150114304,67072040,51.49,1088,34153.17,539048.00,0,7594
0,implicit_l2_intra,2,2,32,176,22528,90144,473728,927089.55,190624,190624,16774912,0,0,0,0,0,0,4294377472,4294377472,0,134199296,134199296,0,4294377472,134199296,114033231,104121269,70566888,70566888,17641722,3572052,67099648,3578106,110563722,n/a,2147290112,2151050496,67102816,55.49,1088,32812.91,516106.71,0,13952
0,implicit_l2_intra,2,2,64,88,22528,90144,472064,925866.24,190624,190624,16774912,0,0,0,0,0,0,4294377472,4294377472,0,134199296,134199296,0,4294377472,134199296,114310401,104417321,70855796,70855796,17713949,3696852,67099648,3703260,110544390,n/a,2147500032,2150679040,67109376,55.68,1088,32073.91,510979.31,0,3990
0,implicit_l2_intra,2,2,128,44,22528,90144,473152,923887.16,190624,190624,16774912,0,0,0,0,0,0,4294377472,4294377472,0,134199296,134199296,0,4294377472,134199296,114258739,104366001,70801104,70801104,17700276,3671116,67099648,3673696,110557665,n/a,2147609344,2150803200,67112792,55.55,1088,32221.16,512429.49,0,4336
0,implicit_l2_intra,2,2,64,96,24576,98336,449408,872279,174640,174640,16765440,0,0,0,0,0,0,4291952640,4291952640,0,134123520,134123520,0,4291952640,134123520,115123872,105440260,71898008,71898008,17974502,4807440,67061760,4810202,110290201,n/a,2146273536,2151066112,67071048,58.49,1088,30536.21,494792.27,0,2269
0,implicit_l2_intra,2,2,128,48,24576,98336,451904,878674.11,174640,174640,16765440,0,0,0,0,0,0,4291952640,4291952640,0,134123520,134123520,0,4291952640,134123520,115675565,105972231,72424996,72424996,18106249,5343992,67061760,5350481,110289612,n/a,2146435840,2149752064,67076120,58.14,1088,30102.50,491048.20,0,13394
0,implicit_l2_intra,2,2,128,52,26624,106528,421792,825994.97,161024,161024,16746496,0,0,0,0,0,0,4287102976,4287102976,0,133971968,133971968,0,4287102976,133971968,116379348,107148791,73652896,73652896,18413224,6787280,66985984,6802031,109712773,n/a,2143598336,2146794752,66987448,62.20,1088,28851.54,473608.91,0,4149
0,implicit_l2_intra,2,2,128,56,28672,114720,406848,793512.68,149776,149776,16774912,0,0,0,0,0,0,4294377472,4294377472,0,134199296,134199296,0,4294377472,134199296,118058066,109138331,75582976,75582976,18895744,8604528,67099648,8610523,109571225,n/a,2147313408,2151287808,67103544,64.62,1088,27513.69,463262.54,0,4452
